# 一簡
一	y
疼	tr
藤	tri
藤	triiuo
熥	tro
熥	trooao
疼	trovua
騰	tru
謄	truo
滕	truou
滕	truouv
縢	truouv
縢	truouv
螣	truouv
螣	truouv
謄	truouv
騰	truouv
	truouv
	truouv
籐	truv
籐	truvuo
她	ts
沓	tsa
漯	tsai
漯	tsaiav
溻	tsao
溻	tsaoia
沓	tsaoii
她	tsauai
撻	tsi
他	tsia
他	tsiaia
鉈	tsio
鉈	tsiooo
拓	tsiu
搨	tsiuo
搨	tsiuoi
撻	tsiuvo
拓	tsiuvu
它	tso
褟	tsoa
祂	tsoaa
祂	tsoaai
褟	tsoaoi
踏	tsoi
踏	tsoiao
嗒	tsoii
嗒	tsoiii
蹋	tsoio
遢	tsoioa
遢	tsoioa
蹋	tsoioi
闒	tsoioi
闒	tsoioi
趿	tsoiu
趿	tsoiua
闥	tsoiv
闥	tsoivo
它	tsooua
獺	tsu
鰨	tsua
鰨	tsuaoi
獺	tsuavi
牠	tsuv
牠	tsuvai
塔	tsv
鞳	tsvi
鞳	tsviii
塌	tsvo
榻	tsvoi
榻	tsvoia
塔	tsvoii
塌	tsvooi
	tsvu
	tsvuvu
團	tt
湍	tta
彖	ttaa
彖	ttaavu
湍	ttaiai
摶	tti
疃	ttia
遄	ttiao
遄	ttiaoa
疃	ttiaov
團	ttiavi
揣	ttiu
揣	ttiuia
摶	ttiuvi
糰	tto
煓	ttou
煓	ttouia
糰	ttouia
猯	ttu
猯	ttuaia
吞	tw
臀	twa
沌	twav
沌	twavai
臀	twavuu
囤	twi
氽	twia
氽	twiaa
疃	twiao
疃	twiaov
囤	twiava
飩	twio
飩	twiova
暾	two
褪	twoa
褪	twoaav
暾	twoiov
忳	twoo
忳	twoova
焞	twou
焞	twouov
豚	twu
魨	twua
魨	twuava
汆	twuo
汆	twuoaa
肫	twuv
肫	twuvai
豚	twuvua
屯	twv
屯	twvaia
坉	twvo
坉	twvova
吞	twvvoo
同	ty
通	tya
統	tyaa
統	tyaava
潼	tyao
通	tyaooa
潼	tyaovo
㛚	tyau
㛚	tyauao
銅	tyi
瞳	tyia
峒	tyiai
峒	tyiaia
瞳	tyiaov
峂	tyiau
峂	tyiaua
同	tyiavo
茼	tyii
侗	tyiia
侗	tyiiav
茼	tyiiia
僮	tyio
銅	tyioia
僮	tyiovo
捅	tyiu
佟	tyiua
佟	tyiuao
捅	tyiuao
仝	tyiv
仝	tyiviv
痛	tyo
嗵	tyoa
詷	tyoai
詷	tyoaia
嗵	tyoaoi
哃	tyoi
哃	tyoiav
曈	tyoio
曈	tyoiov
慟	tyoo
烔	tyooi
恫	tyooia
恫	tyooia
烔	tyooia
慟	tyoouv
童	tyov
𦒍	tyova
痛	tyovao
𦒍	tyovao
童	tyovia
筒	tyu
彤	tyua
鮦	tyuai
鮦	tyuaia
彤	tyuauu
胴	tyui
胴	tyuiav
衕	tyuu
衕	tyuuia
艟	tyuuo
艟	tyuuov
穜	tyuv
筒	tyuvia
穜	tyuvov
桶	tyv
桶	tyvaoi
桐	tyvi
桐	tyviav
酮	tyvii
酮	tyviia
垌	tyvo
垌	tyvoia
橦	tyvov
橦	tyvovo
砼	tyvu
硐	tyvui
硐	tyvuia
砼	tyvuiv
討	tz
陶	tza
綯	tzaa
綯	tzaaua
韜	tzai
陶	tzaiua
韜	tzaiuo
淘	tzau
淘	tzauau
滔	tzauo
滔	tzauoo
洮	tzauov
洮	tzauov
弢	tzav
弢	tzavia
濤	tzavo
濤	tzavoa
萄	tzi
絛	tzii
萄	tziiua
絛	tziiuv
掏	tziu
掏	tziuua
騊	tziv
騊	tzivua
饕	tzo
叨	tzoa
叨	tzoauu
討	tzoavi
慆	tzoo
慆	tzoouo
啕	tzou
啕	tzouau
饕	tzovio
逃	tzu
逃	tzuooa
套	tzv
鞀	tzvi
鞀	tzviau
鞉	tzviu
鞉	tzviuo
燾	tzvo
燾	tzvooo
桃	tzvu
套	tzvuiv
桃	tzvuov
吹	wb
陲	wba
綞	wbaa
綞	wbaauv
陲	wbaiuv
錘	wbi
錘	wbiouv
捶	wbiu
捶	wbiuuv
倕	wbiuv
倕	wbiuvi
炊	wbo
吹	wbouai
炊	wbouua
垂	wbu
垂	wbuviv
槌	wbv
椎	wbvi
椎	wbviov
棰	wbvu
槌	wbvuia
棰	wbvuvi
抽	wd
丑	wda
綢	wdaa
綢	wdaaua
丑	wdaivv
仇	wdi
瞅	wdia
瞅	wdiauv
疇	wdiav
幬	wdiavo
幬	wdiavo
畤	wdiavo
畤	wdiavo
疇	wdiavo
讎	wdio
讎	wdiooa
犨	wdiov
犨	wdiovu
搐	wdiu
仇	wdiuaa
抽	wdiuia
搐	wdiuov
儔	wdiv
儔	wdivoa
躊	wdo
躊	wdoivo
惆	wdoo
惆	wdooua
糗	wdou
糗	wdouui
瘳	wdov
瘳	wdovao
愁	wdu
犰	wdua
鯛	wduau
犰	wduaua
鯛	wduaua
臭	wdui
鼽	wduiu
鼽	wduiua
臭	wduivu
籌	wduv
愁	wduvoa
稠	wduvu
稠	wduvua
籌	wduvvo
酬	wdv
杻	wdva
杻	wdvavi
醜	wdvi
酬	wdviou
醜	wdviui
椆	wdvu
椆	wdvuav
檮	wdvv
檮	wdvvia
車	we
澈	wea
尺	weav
澈	weavao
尺	weavuo
撤	wei
扯	weiu
扯	weiuiv
拆	weiuu
拆	weiuuu
撤	weiuva
㬚	weo
㬚	weoiva
哆	weou
哆	weouao
徹	weu
徹	weuuva
掣	weuv
掣	weuviu
坼	wev
車	wevavi
坼	wevouu
硨	wevu
硨	wevuva
完	wf
灣	wfa
綰	wfaa
綄	wfaao
綄	wfaaoo
綰	wfaaoo
紈	wfaau
紈	wfaaua
澫	wfai
澫	wfaiii
涴	wfao
灣	wfaoaa
浣	wfaoo
浣	wfaooa
涴	wfaooa
婉	wfau
婠	wfauo
婉	wfauoo
婠	wfauoo
娩	wfauu
娩	wfauua
妧	wfauv
妧	wfauvv
萬	wfi
蜿	wfia
畹	wfiao
畹	wfiaoo
蜿	wfiaoo
芄	wfii
萬	wfiiia
菀	wfiio
蔓	wfiioi
蔓	wfiioi
躉	wfiioi
躉	wfiioi
莞	wfiioo
莞	wfiioo
菀	wfiioo
芄	wfiiua
挽	wfiu
挽	wfiuua
晚	wfo
彎	wfoa
彎	wfoaav
晚	wfoiua
宛	wfoo
剜	wfooi
剜	wfooii
惋	wfooo
惋	wfoooo
宛	wfooua
完	wfoovv
烷	wfou
烷	wfouoo
丸	wfu
眢	wfua
眢	wfuaia
丸	wfuaoo
皖	wfui
皖	wfuioo
腕	wfuo
脘	wfuoo
脘	wfuooa
腕	wfuooa
箢	wfuv
箢	wfuvoo
玩	wfv
輓	wfva
万	wfvau
輓	wfvaua
万	wfvauu
鞔	wfvi
鞔	wfviua
豌	wfvo
壪	wfvoo
壪	wfvooa
椀	wfvooa
椀	wfvooa
豌	wfvooo
碗	wfvu
碗	wfvuoo
琬	wfvv
琬	wfvvoo
頑	wfvvv
頑	wfvvvu
玩	wfvvvv
揣	wg
搋	wgi
揣	wgiuia
搋	wgiuuu
踹	wgo
啜	wgoa
啜	wgoaoa
踹	wgoiia
嘬	wgoo
嘬	wgooiv
膪	wgu
膪	wguovo
外	wh
咼	whi
崴	whia
咼	whiavi
崴	whiavu
外	whuaio
歪	whv
歪	whvuvi
無	wj
屋	wja
毋	wjaa
毋	wjaauv
阢	wjai
阢	wjaivu
務	wjao
婺	wjaoa
婺	wjaoau
騖	wjaoi
騖	wjaoiv
鶩	wjaou
鶩	wjaoui
務	wjaouv
嫵	wjau
鋈	wjaui
鋈	wjauio
嫵	wjauuv
潕	wjauv
潕	wjauvv
汙	wjav
浯	wjavi
浯	wjavia
洿	wjavu
洿	wjavuo
污	wjavv
屋	wjavva
汙	wjavva
污	wjavva
伍	wji
蜈	wjia
蜈	wjiaoa
屼	wjiav
圄	wjiavi
圄	wjiavi
峿	wjiavi
峿	wjiavi
屼	wjiavu
蕪	wjii
芴	wjiiu
芴	wjiiua
蕪	wjiiuv
鎢	wjio
鎢	wjioui
鋙	wjiov
鋙	wjiovi
侮	wjiu
摀	wjiuu
摀	wjiuui
捂	wjiuv
侮	wjiuva
捂	wjiuvi
仵	wjiuvu
仵	wjiuvu
齬	wjiv
伍	wjivia
齬	wjivvi
誤	wjo
吳	wjoa
誤	wjoaoa
喔	wjoav
誣	wjoavi
誣	wjoavi
吳	wjoavu
喔	wjoavu
晤	wjoi
旿	wjoiu
旿	wjoiuv
晤	wjoivi
悟	wjoo
寤	wjooa
寤	wjooai
憮	wjoou
忤	wjoouv
忤	wjoouv
憮	wjoouv
悟	wjoovi
嗚	wjou
嗚	wjouia
焐	wjouv
焐	wjouvi
嘸	wjouvv
嘸	wjouvv
亡	wjov
亡	wjovaa
唔	wjovi
唔	wjovia
於	wjovio
於	wjovio
廡	wjovu
廡	wjovuv
痦	wjovv
痦	wjovvi
物	wju
勿	wjua
勿	wjuauu
鼯	wjui
烏	wjuia
鄔	wjuiai
鄔	wjuiai
烏	wjuiav
鼯	wjuivi
午	wjuv
迕	wjuvo
迕	wjuvoa
無	wjuvoo
舞	wjuvu
物	wjuvua
舞	wjuvua
午	wjuvuo
牾	wjuvv
牾	wjuvvi
五	wjv
吾	wjvi
郚	wjvia
郚	wjviai
五	wjviav
巫	wjvii
覡	wjviia
覡	wjviia
巫	wjviii
惡	wjvio
惡	wjvioa
吾	wjvioo
鵐	wjviu
鵐	wjviui
靰	wjviv
靰	wjvivu
霧	wjvo
霧	wjvoao
塢	wjvou
塢	wjvoui
圬	wjvov
埡	wjvovi
埡	wjvovi
圬	wjvovv
兀	wjvu
戊	wjvua
兀	wjvuaa
戊	wjvuau
武	wjvv
梧	wjvvi
梧	wjvvia
武	wjvviv
鵡	wjvvu
杌	wjvvua
杌	wjvvua
鵡	wjvvui
珸	wjvvv
珸	wjvvvi
珷	wjvvvv
珷	wjvvvv
吃	wk
遲	wka
池	wkaa
池	wkaaia
絺	wkaau
絺	wkaauo
蚩	wkai
蚩	wkaiia
媸	wkau
媸	wkauai
尺	wkav
弛	wkava
弛	wkavai
咫	wkavo
遲	wkavoa
咫	wkavou
尺	wkavuo
持	wki
螭	wkia
眙	wkiaa
眙	wkiaao
佁	wkiao
佁	wkiaoo
螭	wkiaov
眵	wkiau
眵	wkiaua
茌	wkii
茌	wkiiiu
飭	wkio
飭	wkiouv
侈	wkiu
傺	wkiua
侈	wkiuao
傺	wkiuao
摛	wkiuo
踅	wkiuoi
踅	wkiuoi
摛	wkiuov
搋	wkiuu
搋	wkiuuu
持	wkiuvo
齒	wkiv
馳	wkiva
馳	wkivai
齒	wkivii
痴	wko
嗤	wkoa
嗤	wkoaii
褫	wkoau
褫	wkoauu
匙	wkoi
踟	wkoiu
匙	wkoiua
踟	wkoiuv
叱	wkou
叱	wkouaa
熾	wkouo
熾	wkouov
吃	wkouva
癡	wkov
啻	wkovo
啻	wkovoo
哧	wkovou
哧	wkovou
痄	wkovu
痄	wkovuv
痴	wkovuv
癡	wkovuv
瘛	wkovv
喫	wkovvv
喫	wkovvv
瘛	wkovvv
斥	wku
鴟	wkua
鴟	wkuaui
魑	wkui
魑	wkuiov
翅	wkuo
郗	wkuoa
郗	wkuoai
翅	wkuoao
瓻	wkuov
瓻	wkuova
彳	wkuu
彳	wkuuii
胣	wkuuv
胣	wkuuva
斥	wkuuvi
笞	wkuv
笞	wkuvao
篪	wkuvu
篪	wkuvuu
赤	wkv
恥	wkvi
恥	wkvioa
敕	wkviu
敕	wkviuv
墀	wkvo
墀	wkvoav
豉	wkvou
坻	wkvoua
坻	wkvoua
赤	wkvoui
豉	wkvouo
柝	wkvu
柝	wkvuuv
漦	wkvv
漦	wkvvvu
握	wl
沃	wla
綽	wlaa
綽	wlaaiv
渥	wlaav
渥	wlaavu
渦	wlai
渦	wlaiav
淖	wlaiv
淖	wlaivo
戳	wlao
戳	wlaova
媧	wlau
鋈	wlaui
媧	wlauia
鋈	wlauio
沃	wlauvu
倭	wli
蝸	wlia
幄	wliaa
幄	wliaav
蠖	wliai
蝸	wliaia
蠖	wliaii
咼	wliav
咼	wliavi
偓	wliavu
偓	wliavu
萵	wlii
蒦	wliii
萵	wliiia
蒦	wliiio
撾	wliu
握	wliuav
撾	wliuia
倭	wliuvi
齷	wliv
齷	wlivav
齪	wlivo
逴	wlivoa
逴	wlivoa
齪	wlivoi
窩	wlo
喔	wloa
啜	wloao
啜	wloaoa
喔	wloavu
踔	wloi
踔	wloiiv
踒	wloiu
踒	wloiuv
惙	wloo
惙	wlooao
窩	wlooia
焯	wlou
焯	wlouiv
斡	wlu
斡	wluoio
肟	wluv
我	wluvi
我	wluviv
肟	wluvva
臥	wlv
輟	wlva
輟	wlvaao
臥	wlviio
硪	wlvu
硪	wlvuuv
問	wn
溫	wna
紋	wnaa
紋	wnaaov
韞	wnai
韞	wnaioi
汶	wnao
溫	wnaoii
汶	wnaovu
媼	wnau
媼	wnauoi
蚊	wni
畋	wnia
蚊	wniaov
畋	wniauv
芠	wnii
蘊	wniia
蘊	wniiaa
芠	wniiov
馼	wniv
馼	wnivov
文	wno
聞	wnoi
問	wnoioo
閿	wnoiu
閿	wnoiuo
聞	wnoivi
吻	wnou
吻	wnouau
炆	wnouo
炆	wnouov
紊	wnov
紊	wnovaa
瘟	wnovo
瘟	wnovoi
文	wnovuo
穩	wnu
刎	wnua
刎	wnuaii
鰮	wnuao
鰮	wnuaoi
璺	wnui
璺	wnuivv
膃	wnuo
膃	wnuoii
穩	wnuvuo
雯	wnv
轀	wnva
轀	wnvaoi
醞	wnvi
醞	wnvioi
榲	wnvo
榲	wnvoii
雯	wnvoov
珉	wnvv
珉	wnvvav
玟	wnvvo
玟	wnvvov
望	wp
網	wpa
網	wpaaia
汪	wpav
汪	wpavvi
罔	wpi
罔	wpiaou
旺	wpo
旺	wpoivv
惘	wpoo
惘	wpooia
亡	wpov
妄	wpova
亡	wpovaa
妄	wpovau
忘	wpovo
忘	wpovoa
望	wpovvv
往	wpu
魍	wpui
魍	wpuiia
往	wpuuov
王	wpv
輞	wpva
輞	wpvaia
尪	wpvu
尢	wpvua
尢	wpvuaa
尪	wpvuvv
枉	wpvv
王	wpvviv
枉	wpvvvi
歘	wq
欻	wqo
欻	wqouua
歘	wqouua
翁	wr
滃	wra
滃	wrauoa
蓊	wri
蕹	wrii
蕹	wriiov
蓊	wriiuo
鎓	wrio
鎓	wriouo
嗡	wro
嗡	wrouoa
甕	wru
鶲	wruo
翁	wruoao
鶲	wruoui
甕	wruova
差	ws
娃	wsa
汊	wsaa
汊	wsaaoo
叉	wsao
叉	wsaooo
媧	wsau
媧	wsauia
婠	wsauo
婠	wsauoo
奼	wsauu
奼	wsauuv
娃	wsauvo
洼	wsav
洼	wsavov
插	wsi
蛙	wsia
凹	wsiai
凹	wsiaia
畖	wsiau
畖	wsiauu
嵖	wsiav
咼	wsiavi
咼	wsiavi
嵖	wsiavo
畦	wsiavo
畦	wsiavo
蛙	wsiavo
茶	wsii
苴	wsiii
苴	wsiiia
茶	wsiiiv
茬	wsiiv
茬	wsiivu
鍤	wsio
鑔	wsioo
侘	wsiooa
侘	wsiooa
鑔	wsiooo
鍤	wsiouv
餷	wsiov
餷	wsiovo
挖	wsiu
搽	wsiui
搽	wsiuii
挖	wsiuoo
插	wsiuuv
佤	wsiv
佤	wsivaa
察	wso
襪	wsoa
衩	wsoaa
衩	wsoaao
襪	wsoaii
詫	wsoao
詫	wsoaoo
蹅	wsoi
蹅	wsoivo
窪	wsoo
窪	wsooav
嚓	wsooo
嚓	wsoooa
窊	wsoou
察	wsooua
窊	wsoouu
哌	wsou
哌	wsouuu
𥻗	wsouv
差	wsouvi
𥻗	wsouvo
哇	wsov
喳	wsovo
喳	wsovoi
哇	wsovov
剎	wsu
猹	wsua
猹	wsuavo
岔	wsuo
膃	wsuoi
岔	wsuoia
剎	wsuoii
膃	wsuoii
查	wsv
瓦	wsva
瓦	wsvaao
杈	wsvao
杈	wsvaoo
檫	wsvo
查	wsvoiv
垞	wsvoo
檫	wsvooa
垞	wsvooo
槎	wsvou
槎	wsvouv
碴	wsvu
碴	wsvuvo
楂	wsvv
楂	wsvvoi
穿	wt
巛	wta
巛	wtaaaa
傳	wti
串	wtia
圌	wtiai
圌	wtiaia
遄	wtiao
遄	wtiaoa
蝽	wtiav
串	wtiavi
蝽	wtiavv
釧	wtio
釧	wtioui
傳	wtivia
喘	wto
喘	wtoiai
穿	wtoova
船	wtu
舛	wtua
舛	wtuava
川	wtui
川	wtuiii
舡	wtuu
船	wtuuua
舡	wtuuvi
氚	wtuv
氚	wtuvui
椽	wtv
椽	wtvaav
堾	wtvo
堾	wtvovv
夼	wtvu
夼	wtvuui
為	ww
維	wwa
緯	wwaa
濰	wwaaa
緯	wwaaai
濰	wwaaav
維	wwaaio
違	wwai
渭	wwaia
潿	wwaiaa
潿	wwaiaa
溦	wwaiai
溦	wwaiai
渭	wwaiav
隈	wwaii
隈	wwaiia
違	wwaioa
隗	wwaiu
隗	wwaiui
韋	wwaiv
韋	wwaiva
溈	wwao
溈	wwaoua
娓	wwau
洈	wwaua
娓	wwauav
洈	wwauav
媯	wwauo
潙	wwauoo
潙	wwauoo
媯	wwauou
嬀	wwauu
嬀	wwauuo
尾	wwav
湋	wwava
湋	wwavai
螱	wwavi
螱	wwavia
慰	wwavo
慰	wwavoa
洧	wwavu
洧	wwavuu
尾	wwavuv
尉	wwavv
尉	wwavvi
位	wwi
偉	wwia
圍	wwiaa
圍	wwiaai
幃	wwiaai
幃	wwiaai
帷	wwiai
蝟	wwiaia
蝟	wwiaia
偉	wwiaio
帷	wwiaio
遺	wwiao
遺	wwiaoa
胃	wwiau
峗	wwiaua
峗	wwiaua
嵬	wwiaui
嵬	wwiaui
胃	wwiauu
巍	wwiauv
巍	wwiauv
畏	wwiav
畏	wwiava
崴	wwiavu
崴	wwiavu
囗	wwiavv
囗	wwiavv
萎	wwii
蔚	wwiia
葦	wwiiai
葦	wwiiai
偎	wwiiav
偎	wwiiav
蔚	wwiiav
薈	wwiii
薈	wwiiiv
蒍	wwiio
蒍	wwiiou
薇	wwiiu
薇	wwiiuu
萎	wwiiuv
葳	wwiiv
葳	wwiivu
偽	wwio
餵	wwioi
餵	wwioia
偽	wwioua
鏏	wwiov
位	wwiovo
鏏	wwiovv
撝	wwiu
僞	wwiuo
僞	wwiuoo
撝	wwiuou
味	wwo
謂	wwoa
謂	wwoaia
諉	wwoau
諉	wwoauv
唯	wwoi
喂	wwoia
暐	wwoiai
暐	wwoiai
闈	wwoiai
闈	wwoiai
韙	wwoiai
韙	wwoiai
喂	wwoiav
唯	wwoiov
惟	wwoo
惟	wwooio
煨	wwou
煒	wwoua
為	wwouaa
煒	wwouai
煟	wwoui
煟	wwouia
煨	wwouia
痿	wwov
亹	wwovu
亹	wwovui
痿	wwovuv
味	wwovvi
委	wwu
危	wwua
䲁	wwuaa
危	wwuaaa
䲁	wwuaav
猥	wwuai
猥	wwuaia
鰃	wwuaia
鰃	wwuaia
鮠	wwuau
鮠	wwuaua
穌	wwuauv
穌	wwuauv
鮪	wwuav
頠	wwuavu
頠	wwuavu
鮪	wwuavu
爲	wwuo
爲	wwuooo
衛	wwuu
艉	wwuua
衛	wwuuai
艉	wwuuav
微	wwuui
微	wwuuia
魏	wwuv
委	wwuvau
逶	wwuvo
逶	wwuvoa
魏	wwuvui
未	wwv
軎	wwvi
軎	wwvioo
圩	wwvo
霨	wwvoa
霨	wwvoav
圩	wwvovv
威	wwvu
桅	wwvua
桅	wwvuav
磑	wwvui
碨	wwvuia
碨	wwvuia
磑	wwvuia
硊	wwvuu
硊	wwvuua
威	wwvuva
瑋	wwvv
瑋	wwvvai
琟	wwvvi
琟	wwvvio
未	wwvviu
床	wx
創	wxi
幢	wxia
幢	wxiaov
戧	wxio
創	wxioii
戧	wxiova
窗	wxo
闖	wxoi
闖	wxoiiv
愴	wxoo
愴	wxooio
窗	wxooui
噇	wxoov
噇	wxoovo
瘡	wxov
瘡	wxovio
牀	wxovv
床	wxovvv
牀	wxovvv
疒	wxu
疒	wxuov
衝	wy
翀	wya
涌	wyaa
涌	wyaaoi
漴	wyai
沖	wyaia
漴	wyaiai
沖	wyaiav
㳘	wyao
翀	wyaoia
㳘	wyaova
蟲	wyi
崇	wyia
蟲	wyiaia
崇	wyiaoo
茺	wyii
茺	wyiiva
銃	wyio
銃	wyiova
摏	wyiu
摏	wyiuvv
寵	wyo
忡	wyoo
忡	wyooia
憧	wyooo
憧	wyooov
寵	wyoovu
冲	wyov
冲	wyovia
重	wyu
艟	wyuu
艟	wyuuov
衝	wyuuuv
種	wyuv
重	wyuvia
種	wyuvuv
舂	wyv
充	wyva
充	wyvaua
埫	wyvo
埫	wyvoio
珫	wyvv
珫	wyvvov
舂	wyvvui
超	wz
潮	wza
巢	wzaa
綽	wzaai
巢	wzaaia
剿	wzaaii
剿	wzaaii
綽	wzaaiv
潮	wzauoo
弨	wzav
弨	wzavau
抄	wzi
鈔	wzio
鈔	wzioiu
抄	wziuiu
吵	wzo
晁	wzoi
吵	wzoiuo
晁	wzoiuo
怊	wzoo
怊	wzooau
嘲	wzou
啁	wzoua
啁	wzouau
炒	wzoui
炒	wzouiu
焯	wzouiv
焯	wzouiv
嘲	wzouoo
朝	wzu
朝	wzuouu
耖	wzv
超	wzvoau
耖	wzvviu
新	xb
尋	xba
尋	xbavvi
信	xbi
薪	xbii
芯	xbiio
芯	xbiioa
莘	xbiiov
莘	xbiiov
薪	xbiiov
蕈	xbiiv
蕈	xbiivi
鋅	xbio
伈	xbioa
伈	xbioao
鑫	xbioi
鑫	xbioio
鋅	xbioov
鐔	xbiov
鐔	xbiovi
信	xbiovv
心	xbo
心	xboaoo
昕	xboi
昕	xboiuu
忻	xboo
炘	xboou
忻	xboouu
炘	xboouu
辛	xbov
廞	xbovi
廞	xbovio
歆	xbovu
歆	xbovua
辛	xbovuo
新	xbovuu
欣	xbu
釁	xbui
囟	xbuiu
囟	xbuiuo
釁	xbuivi
欣	xbuuua
馨	xbv
馨	xbvouv
小	xc
消	xca
綃	xcaa
綃	xcaaio
瀟	xcai
瀟	xcaiia
消	xcaiou
洨	xcao
洨	xcaovu
淆	xcau
姣	xcauo
姣	xcauov
涍	xcauov
涍	xcauov
淆	xcauov
銷	xci
崤	xcia
蛸	xciai
蠨	xciaii
蠨	xciaii
睄	xciaio
睄	xciaio
蛸	xciaio
崤	xciauo
蕭	xcii
蕭	xciiav
翛	xciiu
翛	xciiua
肖	xcio
削	xcioi
削	xcioii
銷	xcioio
逍	xcioo
逍	xciooa
肖	xciouu
傚	xciov
傚	xciovu
小	xciuoo
驍	xciv
驍	xcivvo
效	xco
嘯	xcoa
謏	xcoau
謏	xcoaui
嘯	xcoavv
曉	xcoi
曉	xcoivo
宵	xcoo
宵	xcooio
恔	xcooo
恔	xcooov
囂	xcoov
囂	xcoovu
哮	xcou
哮	xcouov
嘵	xcov
嘵	xcovov
鴞	xcovu
鴞	xcovui
效	xcovuv
笑	xcu
虓	xcua
猇	xcuai
猇	xcuaiv
虓	xcuaiv
梟	xcui
魈	xcuii
魈	xcuiio
皛	xcuiu
皛	xcuiui
梟	xcuivv
孝	xcuo
孝	xcuoai
斆	xcuou
爻	xcuouo
爻	xcuouo
斆	xcuouv
肴	xcuov
肴	xcuovu
簫	xcuv
簫	xcuvav
筱	xcuvi
筱	xcuvii
笑	xcuvuv
校	xcv
榍	xcva
榍	xcvavu
酵	xcvi
酵	xcviuo
霄	xcvo
霄	xcvoio
枵	xcvov
枵	xcvova
校	xcvovu
硝	xcvu
硝	xcvuio
些	xd
洩	xda
纈	xdaa
紲	xdaav
紲	xdaavi
纈	xdaavo
瀣	xdai
𠙶	xdaia
𠙶	xdaiai
洩	xdaiav
瀣	xdaivu
瀉	xdao
瀉	xdaoou
脅	xdau
澥	xdaua
澥	xdauau
勰	xdaui
勰	xdauia
脅	xdauuu
屑	xdav
泄	xdavi
泄	xdavii
渫	xdavii
渫	xdavii
屑	xdavio
漚	xdavo
漚	xdavoo
屜	xdavu
屜	xdavuu
偶	xdi
蠍	xdia
骱	xdiai
骱	xdiaiu
蠍	xdiaoi
藕	xdii
偶	xdiiav
薢	xdiiu
薢	xdiiua
薤	xdiiv
薤	xdiivu
藕	xdiivv
攜	xdiu
攜	xdiuia
擷	xdiuv
挾	xdiuvi
挾	xdiuvi
擷	xdiuvo
揳	xdiuvv
揳	xdiuvv
斜	xdiv
偕	xdiva
偕	xdivau
齘	xdivi
齘	xdiviu
斜	xdivoo
偰	xdivv
偰	xdivvi
㙦	xdivvo
㙦	xdivvo
些	xdivvv
寫	xdo
謝	xdoa
謝	xdoaui
諧	xdoav
諧	xdoava
謳	xdoavo
謳	xdoavo
歇	xdoi
躞	xdoio
躞	xdoiov
歇	xdoiua
懈	xdoo
懈	xdooua
寫	xdooui
慪	xdoov
慪	xdoovo
叶	xdou
噢	xdoui
噢	xdouia
羯	xdouo
羯	xdouoi
叶	xdouoo
熰	xdouv
熰	xdouvo
吽	xdouvv
吽	xdouvv
嘔	xdov
燮	xdova
燮	xdovao
嘔	xdovoo
褻	xdovu
廨	xdovua
廨	xdovua
褻	xdovuo
協	xdu
解	xdua
解	xduaau
蟹	xduai
蟹	xduaia
邂	xduao
邂	xduaoa
獬	xduau
獬	xduaua
鮭	xduav
鮭	xduavo
血	xdui
血	xduiai
舄	xduiu
舄	xduiua
協	xduoau
卸	xduv
卸	xduvai
歐	xdv
邪	xdva
邪	xdvaai
榍	xdvav
榍	xdvavu
鞋	xdvi
鞋	xdvivo
毆	xdvo
區	xdvoo
區	xdvooo
鷗	xdvou
歐	xdvoua
毆	xdvoua
鷗	xdvoui
甌	xdvov
甌	xdvova
塸	xdvovo
塸	xdvovo
頡	xdvovu
頡	xdvovu
榭	xdvu
榭	xdvuia
碣	xdvuo
碣	xdvuoi
械	xdvv
絜	xdvva
絜	xdvvaa
耦	xdvvi
耦	xdvvia
𤫉	xdvvo
𤫉	xdvvou
楔	xdvvv
契	xdvvvu
契	xdvvvu
械	xdvvvu
楔	xdvvvv
額	xe
阿	xea
隘	xeai
隘	xeaiou
阿	xeaivo
娥	xeau
婀	xeaua
婀	xeauai
姶	xeaui
姶	xeauiv
娥	xeauuv
涐	xeauv
涐	xeauvi
屙	xeav
屙	xeavai
餓	xei
蛾	xeia
崿	xeiao
崿	xeiaoo
峨	xeiau
峨	xeiauv
蛾	xeiauv
蚵	xeiav
蚵	xeiavo
萼	xeii
萼	xeiioo
莪	xeiiu
莪	xeiiuv
苊	xeiiv
苊	xeiivu
鍔	xeio
錒	xeioa
錒	xeioai
鍔	xeiooo
鋨	xeiou
鋨	xeiouv
餓	xeiouv
俄	xeiu
扼	xeiuv
俄	xeiuvi
扼	xeiuvu
齶	xeiv
齶	xeivoo
愕	xeo
訛	xeoa
訛	xeoaiu
諤	xeoao
諤	xeoaoo
譌	xeoau
譌	xeoauo
遏	xeoi
閼	xeoio
遏	xeoioa
閼	xeoiov
鄂	xeoo
鄂	xeooai
愕	xeoooo
鶚	xeoou
鶚	xeooui
顎	xeoov
額	xeoovu
顎	xeoovu
哦	xeou
哦	xeouvi
呃	xeov
痾	xeova
痾	xeovai
噁	xeovi
噁	xeoviv
呃	xeovua
瘂	xeovv
瘂	xeovvi
鵝	xeu
鱷	xeua
猗	xeuav
鱷	xeuavi
猗	xeuavu
鵝	xeuvui
惡	xev
軛	xeva
軛	xevavu
噩	xevi
惡	xevioa
噩	xevioo
堊	xeviv
堊	xevivo
堨	xevo
堨	xevooi
厄	xevu
厄	xevuaa
𥔲	xevuo
𥔲	xevuoo
硪	xevuu
硪	xevuuv
安	xf
按	xfi
